-1 19.612299 19.961372 -0.004000 -0.000400
0 31.407331 17.804146 36.053574 -6.597099
1 30.758553 24.374212 34.090168 13.485452
2 26.870411 29.681011 21.669832 29.001247
3 20.882734 32.271931 3.641702 35.255493
4 14.466197 31.522131 -14.081914 31.626381
5 9.314044 27.716290 -27.122038 20.419079
6 6.728981 21.894159 -33.204990 4.984068
7 7.347247 15.565105 -31.607380 -11.318067
8 11.012197 10.351048 -22.641417 -25.278917
9 16.809071 7.613476 -7.671318 -33.737232
10 23.255737 8.124738 10.415222 -33.851479
11 28.629154 11.836254 26.879082 -24.220247
12 40.271248 18.608459 20.746725 -1.363499
13 39.422737 25.985706 19.890406 6.043913
14 36.095184 32.622089 16.425982 12.612126
15 30.697044 37.711205 10.896190 17.442768
16 23.888573 40.639549 4.128555 19.957512
17 16.497383 41.060020 -2.946593 19.959118
18 9.415858 38.930538 -9.459088 17.596603
19 3.493534 34.514652 -14.703388 13.275555
20 -0.562878 28.347401 -18.180296 7.558569
21 -2.271336 21.169743 -19.596933 1.085787
22 -1.429624 13.840828 -18.850189 -5.476912
23 1.861743 7.237082 -16.013132 -11.469397
24 7.211267 2.149626 -11.333182 -16.262753
25 13.981483 -0.808744 -5.239854 -19.294399
26 21.362595 -1.276859 1.650422 -20.124598
27 28.466845 0.809673 8.553087 -18.516182
28 34.434189 5.207213 14.581317 -14.522942
29 38.536907 11.389441 18.870447 -8.553057
30 49.842823 18.877163 14.145133 -0.511539
31 49.053471 26.907793 13.777074 3.247068
32 46.210621 34.459358 12.411729 6.762304
33 41.508862 41.015797 10.161737 9.768448
34 35.270447 46.129616 7.210405 12.048279
35 27.922197 49.452633 3.790538 13.451277
36 19.966274 50.759445 0.159579 13.901820
37 11.945418 49.962650 -3.424376 13.398244
38 4.405950 47.118233 -6.722319 12.004698
39 -2.139387 42.421246 -9.528529 9.838985
40 -7.246057 36.192406 -11.679036 7.058983
41 -10.567636 28.855888 -13.055689 3.849803
42 -11.879002 20.910774 -13.587070 0.412821
43 -11.091423 12.897020 -13.248102 -3.043589
44 -8.258391 5.359187 -12.059185 -6.311809
45 -3.572113 -1.190318 -10.085435 -9.192302
46 2.649489 -6.305886 -7.436035 -11.501472
47 9.984018 -9.638804 -4.262909 -13.080745
48 17.933027 -10.961085 -0.757524 -13.807181
49 25.955599 -10.181138 2.855508 -13.605303
50 33.504971 -7.350446 6.329412 -12.458590
51 40.065735 -2.660407 9.411465 -10.418786
52 45.189236 3.570160 11.863950 -7.609927
53 48.524490 10.916569 13.487785 -4.224707
54 59.624294 19.023729 10.673344 -0.253869
55 58.916920 27.498123 10.486472 2.007759
56 56.462334 35.639969 9.819250 4.175366
57 52.368092 43.092911 8.705419 6.145758
58 46.813305 49.530945 7.201324 7.827159
59 40.041557 54.672588 5.381965 9.143989
60 32.349209 58.293297 3.336075 10.040735
61 24.072826 60.234909 1.160556 10.483823
62 15.574403 60.413261 -1.045069 10.461924
63 7.225400 58.821014 -3.183630 9.985075
