-1 0.000000 0.000000 0.000000 0.000000
0 10.000000 0.000000 -0.000029 -665.188782
1 8.660254 5.000000 332.594391 -576.070374
2 5.000000 8.660254 576.070374 -332.594391
3 -0.000000 10.000000 665.188782 0.000000
4 -5.000000 8.660254 576.070374 332.594391
5 -8.660254 5.000000 332.594391 576.070374
6 -10.000000 -0.000001 -0.000029 665.188782
7 -8.660253 -5.000001 -332.594421 576.070374
8 -4.999999 -8.660254 -576.070374 332.594360
9 0.000000 -10.000000 -665.188782 -0.000058
10 5.000000 -8.660254 -576.070312 -332.594452
11 8.660255 -4.999998 -332.594330 -576.070374
12 20.000000 0.000000 -0.000021 -470.359497
13 18.793852 6.840403 160.872406 -441.993347
14 15.320889 12.855752 302.341278 -360.316284
15 10.000000 17.320509 407.343292 -235.179749
16 3.472962 19.696154 463.213684 -81.677055
17 -3.472966 19.696154 463.213684 81.677094
18 -10.000001 17.320507 407.343231 235.179779
19 -15.320891 12.855749 302.341217 360.316315
20 -18.793854 6.840400 160.872375 441.993347
21 -20.000000 -0.000002 -0.000063 470.359497
22 -18.793850 -6.840408 -160.872498 441.993317
23 -15.320886 -12.855755 -302.341309 360.316193
24 -9.999997 -17.320509 -407.343323 235.179657
25 -3.472963 -19.696154 -463.213684 81.676971
26 3.472972 -19.696154 -463.213654 -81.677170
27 10.000007 -17.320503 -407.343201 -235.179840
28 15.320892 -12.855747 -302.341156 -360.316345
29 18.793854 -6.840398 -160.872284 -441.993378
30 30.000000 0.000000 -0.000017 -384.046936
31 28.977776 7.764572 99.398643 -370.960846
32 25.980762 15.000000 192.023453 -332.594421
33 21.213203 21.213205 271.562195 -271.562195
34 14.999999 25.980762 332.594391 -192.023468
35 7.764573 28.977776 370.960846 -99.398666
36 -0.000001 30.000000 384.046936 0.000000
37 -7.764575 28.977776 370.960846 99.398666
38 -15.000002 25.980761 332.594391 192.023468
39 -21.213203 21.213203 271.562195 271.562195
40 -25.980761 15.000002 192.023453 332.594421
41 -28.977776 7.764567 99.398643 370.960846
42 -30.000000 -0.000003 -0.000017 384.046936
43 -28.977776 -7.764573 -99.398682 370.960846
44 -25.980759 -15.000006 -192.023483 332.594391
