-1 19.650927 19.965172 -39.999996 -4.000000
0 29.523693 18.333311 -0.758358 -73.908264
1 28.905634 23.777819 28.442017 -44.048733
2 25.644997 28.176973 38.334057 -4.479443
3 20.626043 30.350496 27.672958 33.944107
4 15.199505 29.724163 0.105862 61.988567
5 10.815824 26.474514 -37.448971 73.249794
6 8.640913 21.473831 -76.014168 64.894104
7 9.251602 16.055649 -105.984688 38.395615
8 12.486216 11.663124 -119.129021 -0.182650
9 17.486578 9.470068 -110.929337 -40.941353
10 22.920347 10.070205 -82.611160 -72.310593
11 27.330006 13.313054 -41.824863 -84.597450
12 39.295162 18.807985 -20.453514 -51.635963
13 38.450771 25.793085 -5.400827 -41.922672
14 35.267624 32.067535 5.339139 -27.723486
15 30.130398 36.874035 10.563654 -10.819902
16 23.659554 39.632919 9.753937 6.759687
17 16.636112 40.012047 3.082448 22.973816
18 9.907288 37.966496 -8.639330 35.971924
19 4.284225 33.743607 -24.056116 44.268852
20 0.444424 27.853001 -41.402420 46.890472
21 -1.149687 21.004818 -58.674385 43.483192
22 -0.306205 14.024425 -73.835197 34.374271
23 2.873248 7.752973 -85.041862 20.567137
24 8.005769 2.946369 -90.872040 3.660293
25 14.473088 0.184312 -90.523819 -14.315030
26 21.495819 -0.199550 -83.955025 -31.132202
27 28.227076 1.841911 -71.929245 -44.659836
28 33.854607 6.063240 -55.942795 -53.165371
29 37.698780 11.955601 -38.027119 -55.575996
30 49.219318 19.011717 -27.033321 -42.623032
31 48.423565 26.846016 -17.493599 -37.897934
32 45.627079 34.207294 -9.525750 -30.879349
33 41.020542 40.593765 -3.658938 -22.062683
34 34.918037 45.570160 -0.272668 -12.056182
35 27.735598 48.797375 0.423158 -1.537714
36 19.962818 50.055546 -1.603219 8.789827
37 12.129452 49.259113 -6.207161 18.242247
38 4.769304 46.462524 -13.078795 26.195293
39 -1.616151 41.856441 -21.762663 32.122101
40 -6.591887 35.754856 -31.685228 35.625538
41 -9.818973 28.573507 -42.189278 36.463760
42 -11.077600 20.801750 -52.573997 34.567753
43 -10.282052 12.969060 -62.139172 30.048971
44 -7.486533 5.609051 -70.231056 23.196091
45 -2.881471 -0.776809 -76.287018 14.460166
46 3.219455 -5.753414 -79.876923 4.427884
47 10.400630 -8.981601 -80.736313 -6.215857
48 18.172806 -10.241279 -78.789726 -16.734596
49 26.006382 -9.446459 -74.160522 -26.393021
50 33.367512 -6.651145 -67.165237 -34.511787
51 39.754448 -2.045676 -58.292332 -40.519630
52 44.731762 4.056139 -48.165970 -43.997581
53 47.960075 11.238460 -37.498039 -44.710545
54 59.181583 19.132282 -30.304111 -37.366440
55 58.466053 27.489199 -23.583746 -34.597321
56 56.028591 35.514698 -17.595102 -30.495579
57 51.975712 42.857986 -12.596691 -25.245964
58 46.484684 49.198101 -8.801847 -19.081566
59 39.795452 54.257927 -6.370300 -12.272935
60 32.200424 57.816357 -5.402368 -5.116152
61 24.031597 59.717884 -5.935558 2.079804
62 15.645998 59.879444 -7.943777 9.005808
63 7.410126 58.294037 -11.338848 15.365144
64 -0.316087 55.030979 -15.974370 20.885466
65 -7.194999 50.232922 -21.651768 25.329762
66 -12.926019 44.109566 -28.128174 28.506094
67 -17.258698 36.928574 -35.126293 30.275564
68 -20.003736 29.003738 -42.345455 30.558533
69 -21.041187 20.681372 -49.474030 29.338369
70 -20.325718 12.325194 -56.202305 26.663057
71 -17.888611 4.300328 -62.235950 22.643726
72 -13.836343 -3.042524 -67.308548 17.450884
73 -8.345987 -9.382470 -71.193977 11.307808
74 -1.657454 -14.442448 -73.716805 4.481379
75 5.936966 -18.001299 -74.760941 -2.729218
76 14.105439 -19.903444 -74.275787 -10.005706
77 22.511221 -20.060986 -72.286240 -16.910088
78 30.746332 -18.474468 -68.888138 -23.362909
79 38.471718 -15.210395 -64.214676 -28.962877
80 45.349686 -10.411377 -58.473915 -33.460423
81 51.079582 -4.287147 -51.922058 -36.656151
82 55.410938 2.894627 -44.851765 -38.410107
83 58.154419 10.820063 -37.577686 -38.647953
84 69.168053 19.223799 -32.352394 -33.808350
85 68.525932 27.931894 -27.294434 -32.014908
86 66.381378 36.396183 -22.628828 -29.371822
87 62.799561 44.359451 -18.496372 -25.961531
88 57.889332 51.579746 -15.021046 -21.889267
89 51.799915 57.837654 -12.306370 -17.279720
90 44.716343 62.943047 -10.432609 -12.273125
91 36.853855 66.740829 -9.454546 -7.020983
92 28.451380 69.115532 -9.400112 -1.681574
93 19.764202 69.995064 -10.269738 3.584714
94 11.056312 69.352776 -12.036470 8.619987
95 2.592278 67.208122 -14.646849 13.273430
96 -5.370728 63.626316 -18.022469 17.405611
97 -12.590767 58.716179 -22.062296 20.892477
98 -18.848484 52.626926 -26.645468 23.628990
99 -23.953747 45.543571 -31.634861 25.532204
100 -27.751448 37.681343 -36.880894 26.543779
101 -30.126213 29.279123 -42.225891 26.631777
102 -31.005898 20.592178 -47.508732 25.791868
103 -30.363791 11.884458 -52.569496 24.047508
104 -28.219368 3.420518 -57.254349 21.449581
105 -24.637815 -4.542479 -61.420124 18.075048
106 -19.727932 -11.762595 -64.938904 14.024851
107 -13.638883 -18.020468 -67.701805 9.421015
108 -6.555671 -23.125950 -69.622803 4.403094
109 1.306502 -26.923903 -70.641441 -0.876050
110 9.708760 -29.298933 -70.724876 -6.254876
111 18.395853 -30.178860 -69.869179 -11.568233
112 27.103769 -29.536922 -68.099632 -16.652576
113 35.567947 -27.392614 -65.470078 -21.351162
114 43.531204 -23.811087 -62.061104 -25.519110
115 50.751579 -18.901104 -57.977898 -29.028059
116 57.009663 -12.811897 -53.346500 -31.770319
117 62.115280 -5.728459 -48.309784 -33.662228
118 65.913277 2.133978 -43.023190 -34.646801
